hour, t(sec), P1 (kW), Q1 (kvar)
364, 0.00000, 0.0376467, 0.0182331
365, 0.00000, 0.0377258, 0.0182714
366, 0.00000, 0.0417575, 0.020224
367, 0.00000, 0.0704959, 0.0341426
368, 0.00000, 0.148171, 0.0717623
369, 0.00000, 0.249565, 0.120872
370, 0.00000, 0.298057, 0.144356
371, 0.00000, 0.249567, 0.120867
372, 0.00000, 0.148384, 0.0718642
373, 0.00000, 0.0706918, 0.0342377
374, 0.00000, 0.0419218, 0.0203036
375, 0.00000, 0.0379076, 0.0183595
376, 0.00000, 0.0378492, 0.0183312
377, 0.00000, 0.0634562, 0.0307339
378, 0.00000, 0.133727, 0.0647722
379, 0.00000, 0.228001, 0.110417
380, 0.00000, 0.319151, 0.154573
381, 0.00000, 0.384602, 0.186287
382, 0.00000, 0.408591, 0.197891
383, 0.00000, 0.383542, 0.185754
384, 0.00000, 0.316454, 0.153257
385, 0.00000, 0.22421, 0.108585
386, 0.00000, 0.131275, 0.0635784
387, 0.00000, 0.0628027, 0.0304166
388, 0.00000, 0.0376467, 0.0182331
389, 0.00000, 0.0377258, 0.0182714
390, 0.00000, 0.0417575, 0.020224
391, 0.00000, 0.0704959, 0.0341426
392, 0.00000, 0.148171, 0.0717623
393, 0.00000, 0.249565, 0.120872
394, 0.00000, 0.298057, 0.144356
395, 0.00000, 0.249567, 0.120867
396, 0.00000, 0.0376713, 0.018245
397, 0.00000, 0.0416908, 0.0201917
398, 0.00000, 0.0703055, 0.0340505
399, 0.00000, 0.147327, 0.0713571
400, 0.00000, 0.247163, 0.119724
401, 0.00000, 0.29463, 0.142707
402, 0.00000, 0.247172, 0.1197
403, 0.00000, 0.148385, 0.0718631
404, 0.00000, 0.0706918, 0.0342377
405, 0.00000, 0.0419218, 0.0203036
406, 0.00000, 0.0379076, 0.0183595
407, 0.00000, 0.0378492, 0.0183312
408, 0.00000, 0.0633134, 0.0306642
409, 0.00000, 0.133798, 0.06481
410, 0.00000, 0.228, 0.110416
411, 0.00000, 0.319151, 0.154573
412, 0.00000, 0.384602, 0.186287
413, 0.00000, 0.408591, 0.197891
414, 0.00000, 0.383542, 0.185754
415, 0.00000, 0.316454, 0.153257
416, 0.00000, 0.22421, 0.108585
417, 0.00000, 0.131275, 0.0635784
418, 0.00000, 0.0628027, 0.0304166
419, 0.00000, 0.0376467, 0.0182331
420, 0.00000, 0.0377258, 0.0182714
421, 0.00000, 0.0417575, 0.020224
422, 0.00000, 0.0704959, 0.0341426
423, 0.00000, 0.148171, 0.0717623
424, 0.00000, 0.249565, 0.120872
425, 0.00000, 0.298057, 0.144356
426, 0.00000, 0.249567, 0.120867
427, 0.00000, 0.148384, 0.0718642
428, 0.00000, 0.0706918, 0.0342377
429, 0.00000, 0.0419218, 0.0203036
430, 0.00000, 0.0379076, 0.0183595
431, 0.00000, 0.0378492, 0.0183312
432, 0.00000, 0.0636231, 0.0308155
433, 0.00000, 0.134021, 0.064915
434, 0.00000, 0.228001, 0.110414
435, 0.00000, 0.319151, 0.154573
436, 0.00000, 0.384602, 0.186287
437, 0.00000, 0.408591, 0.197891
438, 0.00000, 0.383542, 0.185754
439, 0.00000, 0.316454, 0.153257
440, 0.00000, 0.22421, 0.108585
441, 0.00000, 0.131275, 0.0635784
442, 0.00000, 0.0628027, 0.0304166
443, 0.00000, 0.0376467, 0.0182331
444, 0.00000, 0.0377258, 0.0182714
445, 0.00000, 0.0417575, 0.020224
446, 0.00000, 0.0704959, 0.0341426
447, 0.00000, 0.148171, 0.0717623
448, 0.00000, 0.249565, 0.120872
449, 0.00000, 0.298057, 0.144356
450, 0.00000, 0.249567, 0.120867
451, 0.00000, 0.148384, 0.0718642
452, 0.00000, 0.0706918, 0.0342377
453, 0.00000, 0.0419218, 0.0203036
454, 0.00000, 0.0379076, 0.0183595
455, 0.00000, 0.0378492, 0.0183312
456, 0.00000, 0.0634562, 0.0307339
457, 0.00000, 0.133727, 0.0647722
458, 0.00000, 0.228001, 0.110417
459, 0.00000, 0.319151, 0.154573
460, 0.00000, 0.384602, 0.186287
461, 0.00000, 0.408591, 0.197891
462, 0.00000, 0.383542, 0.185754
463, 0.00000, 0.316454, 0.153257
464, 0.00000, 0.22421, 0.108585
465, 0.00000, 0.131275, 0.0635784
466, 0.00000, 0.0628027, 0.0304166
467, 0.00000, 0.0376467, 0.0182331
468, 0.00000, 0.0377258, 0.0182714
469, 0.00000, 0.0417575, 0.020224
470, 0.00000, 0.0704959, 0.0341426
471, 0.00000, 0.148171, 0.0717623
472, 0.00000, 0.249565, 0.120872
473, 0.00000, 0.298057, 0.144356
474, 0.00000, 0.249567, 0.120867
475, 0.00000, 0.0376713, 0.018245
476, 0.00000, 0.0416908, 0.0201917
477, 0.00000, 0.0703055, 0.0340505
478, 0.00000, 0.147327, 0.0713571
479, 0.00000, 0.247163, 0.119724
480, 0.00000, 0.29463, 0.142707
481, 0.00000, 0.247172, 0.1197
482, 0.00000, 0.148385, 0.0718631
483, 0.00000, 0.0706918, 0.0342377
484, 0.00000, 0.0419218, 0.0203036
485, 0.00000, 0.0379076, 0.0183595
486, 0.00000, 0.0378492, 0.0183312
487, 0.00000, 0.0633134, 0.0306642
488, 0.00000, 0.133798, 0.06481
489, 0.00000, 0.228, 0.110416
490, 0.00000, 0.319151, 0.154573
491, 0.00000, 0.384602, 0.186287
492, 0.00000, 0.408591, 0.197891
493, 0.00000, 0.383542, 0.185754
494, 0.00000, 0.316454, 0.153257
495, 0.00000, 0.22421, 0.108585
496, 0.00000, 0.131275, 0.0635784
497, 0.00000, 0.0628027, 0.0304166
498, 0.00000, 0.0376467, 0.0182331
499, 0.00000, 0.0377258, 0.0182714
500, 0.00000, 0.0417575, 0.020224
501, 0.00000, 0.0704959, 0.0341426
502, 0.00000, 0.148171, 0.0717623
503, 0.00000, 0.249565, 0.120872
504, 0.00000, 0.298057, 0.144356
505, 0.00000, 0.249567, 0.120867
506, 0.00000, 0.148384, 0.0718642
507, 0.00000, 0.0706918, 0.0342377
508, 0.00000, 0.0419218, 0.0203036
509, 0.00000, 0.0379076, 0.0183595
510, 0.00000, 0.0378492, 0.0183312
511, 0.00000, 0.0636231, 0.0308155
512, 0.00000, 0.134021, 0.064915
513, 0.00000, 0.228001, 0.110414
514, 0.00000, 0.319151, 0.154573
515, 0.00000, 0.384602, 0.186287
516, 0.00000, 0.408591, 0.197891
517, 0.00000, 0.383542, 0.185754
518, 0.00000, 0.316454, 0.153257
519, 0.00000, 0.22421, 0.108585
520, 0.00000, 0.131275, 0.0635784
521, 0.00000, 0.0628027, 0.0304166
522, 0.00000, 0.0376467, 0.0182331
523, 0.00000, 0.0377258, 0.0182714
524, 0.00000, 0.0417575, 0.020224
525, 0.00000, 0.0704959, 0.0341426
526, 0.00000, 0.148171, 0.0717623
527, 0.00000, 0.249565, 0.120872
528, 0.00000, 0.298057, 0.144356
529, 0.00000, 0.249567, 0.120867
530, 0.00000, 0.148384, 0.0718642
531, 0.00000, 0.0706918, 0.0342377
532, 0.00000, 0.0419218, 0.0203036
533, 0.00000, 0.0379076, 0.0183595
534, 0.00000, 0.0378492, 0.0183312
535, 0.00000, 0.0634562, 0.0307339
536, 0.00000, 0.133727, 0.0647722
537, 0.00000, 0.228001, 0.110417
538, 0.00000, 0.319151, 0.154573
539, 0.00000, 0.384602, 0.186287
540, 0.00000, 0.408591, 0.197891
541, 0.00000, 0.383542, 0.185754
542, 0.00000, 0.316454, 0.153257
543, 0.00000, 0.22421, 0.108585
544, 0.00000, 0.131275, 0.0635784
545, 0.00000, 0.0628027, 0.0304166
546, 0.00000, 0.0376467, 0.0182331
547, 0.00000, 0.0377258, 0.0182714
548, 0.00000, 0.0417575, 0.020224
549, 0.00000, 0.0704959, 0.0341426
550, 0.00000, 0.148171, 0.0717623
551, 0.00000, 0.249565, 0.120872
552, 0.00000, 0.298057, 0.144356
553, 0.00000, 0.249567, 0.120867
554, 0.00000, 0.0376713, 0.018245
555, 0.00000, 0.0416908, 0.0201917
556, 0.00000, 0.0703055, 0.0340505
557, 0.00000, 0.147327, 0.0713571
558, 0.00000, 0.247163, 0.119724
559, 0.00000, 0.29463, 0.142707
560, 0.00000, 0.247172, 0.1197
561, 0.00000, 0.148385, 0.0718631
562, 0.00000, 0.0706918, 0.0342377
563, 0.00000, 0.0419218, 0.0203036
564, 0.00000, 0.0379076, 0.0183595
565, 0.00000, 0.0378492, 0.0183312
566, 0.00000, 0.0633134, 0.0306642
567, 0.00000, 0.133798, 0.06481
568, 0.00000, 0.228, 0.110416
569, 0.00000, 0.319151, 0.154573
570, 0.00000, 0.384602, 0.186287
571, 0.00000, 0.408591, 0.197891
572, 0.00000, 0.383542, 0.185754
573, 0.00000, 0.316454, 0.153257
574, 0.00000, 0.22421, 0.108585
575, 0.00000, 0.131275, 0.0635784
576, 0.00000, 0.0628027, 0.0304166
577, 0.00000, 0.0376467, 0.0182331
578, 0.00000, 0.0377258, 0.0182714
579, 0.00000, 0.0417575, 0.020224
580, 0.00000, 0.0704959, 0.0341426
581, 0.00000, 0.148171, 0.0717623
582, 0.00000, 0.249565, 0.120872
583, 0.00000, 0.298057, 0.144356
584, 0.00000, 0.249567, 0.120867
585, 0.00000, 0.148384, 0.0718642
586, 0.00000, 0.0706918, 0.0342377
587, 0.00000, 0.0419218, 0.0203036
588, 0.00000, 0.0379076, 0.0183595
589, 0.00000, 0.0378492, 0.0183312
590, 0.00000, 0.0636231, 0.0308155
591, 0.00000, 0.134021, 0.064915
592, 0.00000, 0.228001, 0.110414
593, 0.00000, 0.319151, 0.154573
594, 0.00000, 0.384602, 0.186287
595, 0.00000, 0.408591, 0.197891
596, 0.00000, 0.383542, 0.185754
597, 0.00000, 0.316454, 0.153257
598, 0.00000, 0.22421, 0.108585
599, 0.00000, 0.131275, 0.0635784
600, 0.00000, 0.0628027, 0.0304166
601, 0.00000, 0.0376467, 0.0182331
602, 0.00000, 0.0377258, 0.0182714
603, 0.00000, 0.0417575, 0.020224
604, 0.00000, 0.0704959, 0.0341426
605, 0.00000, 0.148171, 0.0717623
606, 0.00000, 0.249565, 0.120872
607, 0.00000, 0.298057, 0.144356
608, 0.00000, 0.249567, 0.120867
609, 0.00000, 0.148384, 0.0718642
610, 0.00000, 0.0706918, 0.0342377
611, 0.00000, 0.0419218, 0.0203036
612, 0.00000, 0.0379076, 0.0183595
613, 0.00000, 0.0378492, 0.0183312
614, 0.00000, 0.0634562, 0.0307339
615, 0.00000, 0.133727, 0.0647722
616, 0.00000, 0.228001, 0.110417
617, 0.00000, 0.319151, 0.154573
618, 0.00000, 0.384602, 0.186287
619, 0.00000, 0.408591, 0.197891
620, 0.00000, 0.383542, 0.185754
621, 0.00000, 0.316454, 0.153257
622, 0.00000, 0.22421, 0.108585
623, 0.00000, 0.131275, 0.0635784
624, 0.00000, 0.0628027, 0.0304166
625, 0.00000, 0.0376467, 0.0182331
626, 0.00000, 0.0377258, 0.0182714
627, 0.00000, 0.0417575, 0.020224
628, 0.00000, 0.0704959, 0.0341426
629, 0.00000, 0.148171, 0.0717623
630, 0.00000, 0.249565, 0.120872
631, 0.00000, 0.298057, 0.144356
632, 0.00000, 0.249567, 0.120867
633, 0.00000, 0.0376713, 0.018245
634, 0.00000, 0.0416908, 0.0201917
635, 0.00000, 0.0703055, 0.0340505
636, 0.00000, 0.147327, 0.0713571
637, 0.00000, 0.247163, 0.119724
638, 0.00000, 0.29463, 0.142707
639, 0.00000, 0.247172, 0.1197
640, 0.00000, 0.148385, 0.0718631
641, 0.00000, 0.0706918, 0.0342377
642, 0.00000, 0.0419218, 0.0203036
643, 0.00000, 0.0379076, 0.0183595
644, 0.00000, 0.0378492, 0.0183312
645, 0.00000, 0.0633134, 0.0306642
646, 0.00000, 0.133798, 0.06481
647, 0.00000, 0.228, 0.110416
648, 0.00000, 0.319151, 0.154573
649, 0.00000, 0.384602, 0.186287
650, 0.00000, 0.408591, 0.197891
651, 0.00000, 0.383542, 0.185754
652, 0.00000, 0.316454, 0.153257
653, 0.00000, 0.22421, 0.108585
654, 0.00000, 0.131275, 0.0635784
655, 0.00000, 0.0628027, 0.0304166
656, 0.00000, 0.0376467, 0.0182331
657, 0.00000, 0.0377258, 0.0182714
658, 0.00000, 0.0417575, 0.020224
659, 0.00000, 0.0704959, 0.0341426
660, 0.00000, 0.148171, 0.0717623
661, 0.00000, 0.249565, 0.120872
662, 0.00000, 0.298057, 0.144356
663, 0.00000, 0.249567, 0.120867
664, 0.00000, 0.148384, 0.0718642
665, 0.00000, 0.0706918, 0.0342377
666, 0.00000, 0.0419218, 0.0203036
667, 0.00000, 0.0379076, 0.0183595
